0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.01,-0.011,0,0,0,0,0,0
0.115,-0.241,0,0,0,0,0,0
0.254,-0.26,0,0,0,0,0,0
0.404,-0.242,0,0,0,0,0,0
0.516,-0.129,0,0,0,0,0,0
0.492,-0.015,0,0,0,0,0,0
0.388,0.054,0,0,0,0,0,0
0.27,0.065,0,0,0,0,0,0
0.141,0.049,0,0,0,0,0,0
0.018,0.03,0,0,0,0,0,0
0,0.166,0,0,0,0,0,0
0,0.164,0,0,0,0,0,0
0,0.163,0,0,0,0,0,0
0,0.162,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.03,0.001,0,0,0,0,0,0
0.157,0.001,0,0,0,0,0,0
0.264,0,0,0,0,0,0,0
0.388,0,0,0,0,0,0,0
0.483,0,0,0,0,0,0,0
0.481,0,0,0,0,0,0,0
0.48,0,0,0,0,0,0,0
0.361,0,0,0,0,0,0,0
0.238,0,0,0,0,0,0,0
0.115,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-0.048,-0.08,0,0,0,0,0,0
-0.16,-0.26,0,0,0,0,0,0
-0.299,-0.26,0,0,0,0,0,0
-0.449,-0.202,0,0,0,0,0,0
-0.507,-0.084,0,0,0,0,0,0
-0.444,0.014,0,0,0,0,0,0
-0.316,0.057,0,0,0,0,0,0
-0.196,0.057,0,0,0,0,0,0
-0.076,0.04,0,0,0,0,0,0
-0.078,0.024,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.166,0,0,0,0,0,0
0,0.164,0,0,0,0,0,0
0,0.163,0,0,0,0,0,0
0,0.162,0,0,0,0,0,0
0,0,-0.70656,0.22491,0,0,-0.21177,0.70656
0,0,-2.8842,0.91808,0,0,-0.86446,2.8842
0,0,-0.072229,0.022991,0,0,-0.021648,0.072229
0,0,0,0.46201,0,0,-0.61602,0
0,0,0,0.30777,0,0,-0.41036,0
0,0,0,-0.13494,0,0,0.17993,0
0,0,0,-0.55085,0,0,0.73446,0
0,0,0,-0.013795,0,0,0.018393,0
0,0,2.4191,-0.77002,0,0,0.72505,-2.4191
0,0,1.6115,-0.51295,0,0,0.48299,-1.6115
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.094,-0.195,0,0,0,0,0,0
0.218,-0.26,0,0,0,0,0,0
0.374,-0.245,0,0,0,0,0,0
0.498,-0.142,0,0,0,0,0,0
0.495,-0.03,0,0,0,0,0,0
0.419,0.044,0,0,0,0,0,0
0.294,0.064,0,0,0,0,0,0
0.172,0.051,0,0,0,0,0,0
0.043,0.031,0,0,0,0,0,0
0,0.129,0,0,0,0,0,0
0,0.164,0,0,0,0,0,0
0,0.163,0,0,0,0,0,0
0,0.163,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-0.124,0.004,0,0,0,0,0,0
-0.241,0.003,0,0,0,0,0,0
-0.358,0.002,0,0,0,0,0,0
-0.483,0.001,0,0,0,0,0,0
-0.481,0,0,0,0,0,0,0
-0.48,0,0,0,0,0,0,0
-0.358,0,0,0,0,0,0,0
-0.237,0,0,0,0,0,0,0
-0.117,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-0.067,-0.126,0,0,0,0,0,0
-0.184,-0.26,0,0,0,0,0,0
-0.338,-0.248,0,0,0,0,0,0
-0.462,-0.162,0,0,0,0,0,0
-0.498,-0.049,0,0,0,0,0,0
-0.453,0.028,0,0,0,0,0,0
-0.322,0.06,0,0,0,0,0,0
-0.208,0.053,0,0,0,0,0,0
-0.082,0.034,0,0,0,0,0,0
-0.071,0.02,0,0,0,0,0,0
0,0.064,0,0,0,0,0,0
0,0.165,0,0,0,0,0,0
0,0.164,0,0,0,0,0,0
0,0.163,0,0,0,0,0,0
0,0.097,0,0,0,0,0,0
0,0,-2.6559,0.67631,0,0,-0.45786,2.6559
0,0,-1.2433,0.31661,0,0,-0.21434,1.2433
0,0,0,0.067444,0,0,-0.13489,0
0,0,0,0.17506,0,0,-0.35012,0
0,0,0,0,0,0,0,0
0,0,0,-0.16908,0,0,0.33816,0
0,0,0,-0.079153,0,0,0.15831,0
0,0,1.0594,-0.26978,0,0,0.18264,-1.0594
0,0,2.7499,-0.70025,0,0,0.47406,-2.7499
0,0,0,-1.7764e-15,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.099,-0.207,0,0,0,0,0,0
0.232,-0.26,0,0,0,0,0,0
0.382,-0.244,0,0,0,0,0,0
0.499,-0.145,0,0,0,0,0,0
0.494,-0.027,0,0,0,0,0,0
0.407,0.048,0,0,0,0,0,0
0.288,0.064,0,0,0,0,0,0
0.16,0.05,0,0,0,0,0,0
0.037,0.031,0,0,0,0,0,0
0,0.147,0,0,0,0,0,0
0,0.164,0,0,0,0,0,0
0,0.163,0,0,0,0,0,0
0,0.163,0,0,0,0,0,0
