1.897,-1.964,1.5796,0,0,0,0,1.5708,0
1.897,-1.964,1.5796,0,0,0,0,1.5708,0
1.897,-1.964,1.5796,0,0,0,0,1.5708,0
1.899,-1.901,1.4704,0,0,0,0,1.5708,0
1.942,-1.728,1.2131,0,0,0,0,1.5708,0
2.097,-1.442,0.95365,0,0,0,0,1.5708,0
2.406,-1.097,0.75667,0,0,0,0,1.5708,0
2.79,-0.768,0.67743,0,0,0,0,1.5708,0
3.161,-0.468,0.69848,0,0,0,0,1.5708,0
3.397,-0.259,0.75801,0,0,0,0,1.5708,0
3.552,-0.103,0.82102,0,0,0,0,1.5708,0
3.608,-0.041,0.86202,0,0,0,0,1.5708,0
3.608,-0.04,0.93557,0,0,0,0,1.5708,0
3.608,-0.04,1.1012,0,0,0,0,1.5708,0
3.608,-0.04,1.2654,0,0,0,0,1.5708,0
3.608,-0.04,1.4368,0,0,0,0,1.5708,0
3.608,-0.04,1.5706,0,0,0,0,1.5708,0
3.608,-0.04,1.5706,0,0,0,0,1.5708,0
3.608,-0.04,1.5706,0,0,0,0,1.5708,0
3.608,-0.039,1.5707,0,0,0,0,1.5708,0
3.608,0.062,1.572,0,0,0,0,1.5708,0
3.608,0.26,1.5729,0,0,0,0,1.5708,0
3.607,0.599,1.5737,0,0,0,0,1.5708,0
3.606,1.018,1.574,0,0,0,0,1.5708,0
3.604,1.5,1.5741,0,0,0,0,1.5708,0
3.602,2.005,1.574,0,0,0,0,1.5708,0
3.601,2.432,1.5738,0,0,0,0,1.5708,0
3.6,2.735,1.5736,0,0,0,0,1.5708,0
3.6,2.915,1.5735,0,0,0,0,1.5708,0
3.599,2.952,1.5735,0,0,0,0,1.5708,0
3.599,2.952,1.5735,0,0,0,0,1.5708,0
3.599,2.952,1.5735,0,0,0,0,1.5708,0
3.599,2.943,1.5648,0,0,0,0,1.5708,0
3.589,2.843,1.376,0,0,0,0,1.5708,0
3.52,2.641,1.129,0,0,0,0,1.5708,0
3.304,2.315,0.86792,0,0,0,0,1.5708,0
2.953,1.968,0.71429,0,0,0,0,1.5708,0
2.573,1.657,0.6752,0,0,0,0,1.5708,0
2.278,1.414,0.71269,0,0,0,0,1.5708,0
2.086,1.239,0.77243,0,0,0,0,1.5708,0
1.989,1.139,0.82277,0,0,0,0,1.5708,0
1.937,1.081,0.85718,0,0,0,0,1.5708,0
1.897,1.035,0.87568,0,0,0,0,1.5708,0
1.897,1.035,0.96382,0,0,0,0,1.5708,0
1.897,1.035,1.1213,0,0,0,0,1.5708,0
1.897,1.035,1.2937,0,0,0,0,1.5708,0
1.897,1.035,1.4488,0,0,0,0,1.5708,0
1.897,1.035,1.5477,-0.036543,0.011632,0,0,1.5598,0.036543
1.897,1.035,1.5477,-0.93463,0.2975,0,0,1.2907,0.93463
1.897,1.035,1.5477,-1.5698,0.49968,0,0,1.1003,1.5698
1.897,1.035,1.5477,-1.5708,0.56913,0,0,1.0078,1.5708
1.897,1.035,1.5477,-1.5708,0.77054,0,0,0.73928,1.5708
1.897,1.035,1.5477,-1.5708,0.79302,0,0,0.70931,1.5708
1.897,1.035,1.5477,-1.5708,0.6215,0,0,0.938,1.5708
1.897,1.035,1.5477,-1.5708,0.50019,0,0,1.0997,1.5708
1.897,1.035,1.5477,-1.2088,0.38478,0,0,1.2085,1.2088
1.897,1.035,1.5477,-0.15426,0.049104,0,0,1.5246,0.15426
1.897,1.035,1.5624,0,0,0,0,1.5708,0
1.897,1.035,1.5624,0,0,0,0,1.5708,0
1.897,1.035,1.5624,0,0,0,0,1.5708,0
1.897,1.035,1.5624,0,0,0,0,1.5708,0
1.899,1.078,1.4934,0,0,0,0,1.5708,0
1.928,1.217,1.2609,0,0,0,0,1.5708,0
2.064,1.492,0.98833,0,0,0,0,1.5708,0
2.344,1.826,0.78465,0,0,0,0,1.5708,0
2.701,2.146,0.69323,0,0,0,0,1.5708,0
3.087,2.463,0.69679,0,0,0,0,1.5708,0
3.357,2.7,0.75346,0,0,0,0,1.5708,0
3.525,2.867,0.81366,0,0,0,0,1.5708,0
3.603,2.953,0.85874,0,0,0,0,1.5708,0
3.608,2.959,0.90377,0,0,0,0,1.5708,0
3.608,2.959,1.0711,0,0,0,0,1.5708,0
3.608,2.959,1.2355,0,0,0,0,1.5708,0
3.608,2.959,1.399,0,0,0,0,1.5708,0
3.608,2.959,1.557,0,0,0,0,1.5708,0
3.608,2.959,1.557,0,0,0,0,1.5708,0
3.608,2.959,1.557,0,0,0,0,1.5708,0
3.607,2.897,1.561,0,0,0,0,1.5708,0
3.606,2.709,1.5648,0,0,0,0,1.5708,0
3.604,2.412,1.5674,0,0,0,0,1.5708,0
3.603,1.997,1.5692,0,0,0,0,1.5708,0
3.603,1.515,1.5698,0,0,0,0,1.5708,0
3.602,1.034,1.5695,0,0,0,0,1.5708,0
3.602,0.588,1.5687,0,0,0,0,1.5708,0
3.601,0.287,1.568,0,0,0,0,1.5708,0
3.6,0.107,1.5675,0,0,0,0,1.5708,0
3.6,0.065,1.5674,0,0,0,0,1.5708,0
3.6,0.065,1.5674,0,0,0,0,1.5708,0
3.6,0.065,1.5674,0,0,0,0,1.5708,0
3.6,0.044,1.5415,0,0,0,0,1.5708,0
