3.584,-0.071,1.3309,0,0,0,0,1.5708,0
3.481,-0.32,1.0581,0,0,0,0,1.5708,0
3.259,-0.627,0.85436,0,0,0,0,1.5708,0
2.89,-0.995,0.73459,0,0,0,0,1.5708,0
2.543,-1.3,0.72155,0,0,0,0,1.5708,0
2.241,-1.577,0.77088,0,0,0,0,1.5708,0
2.063,-1.76,0.82723,0,0,0,0,1.5708,0
1.96,-1.877,0.87527,0,0,0,0,1.5708,0
1.915,-1.932,0.90234,0,0,0,0,1.5708,0
1.892,-1.961,0.92227,0,0,0,0,1.5708,0
1.892,-1.961,1.0527,0,0,0,0,1.5708,0
1.892,-1.961,1.2179,0,0,0,0,1.5708,0
1.892,-1.961,1.3818,0,0,0,0,1.5708,0
1.892,-1.961,1.5461,0,0,0,0,1.5708,0
1.892,-1.961,1.5461,-0.46575,0.1186,0,0,1.4905,0.46575
1.892,-1.961,1.5461,-1.4748,0.37556,0,0,1.3165,1.4748
1.892,-1.961,1.5461,-1.5708,0.40461,0,0,1.2908,1.5708
1.892,-1.961,1.5461,-1.5708,0.46684,0,0,1.1663,1.5708
1.892,-1.961,1.5461,-1.5708,0.5,0,0,1.1,1.5708
1.892,-1.961,1.5461,-1.5708,0.47035,0,0,1.1593,1.5708
1.892,-1.961,1.5461,-1.5708,0.40611,0,0,1.2878,1.5708
1.892,-1.961,1.5461,-1.4983,0.38154,0,0,1.3125,1.4983
1.892,-1.961,1.5461,-0.52094,0.13266,0,0,1.481,0.52094
1.892,-1.961,1.5461,1.7764e-15,-3.3307e-16,0,0,1.5708,-1.7764e-15
1.892,-1.961,1.5647,0,0,0,0,1.5708,0
1.892,-1.961,1.5647,0,0,0,0,1.5708,0
1.894,-1.913,1.4865,0,0,0,0,1.5708,0
1.929,-1.758,1.2372,0,0,0,0,1.5708,0
2.068,-1.488,0.97763,0,0,0,0,1.5708,0
2.338,-1.169,0.78288,0,0,0,0,1.5708,0
2.735,-0.818,0.68527,0,0,0,0,1.5708,0
3.116,-0.508,0.69637,0,0,0,0,1.5708,0
3.366,-0.288,0.75231,0,0,0,0,1.5708,0
3.536,-0.12,0.81528,0,0,0,0,1.5708,0
3.604,-0.044,0.85741,0,0,0,0,1.5708,0
3.608,-0.04,0.91338,0,0,0,0,1.5708,0
3.608,-0.04,1.0765,0,0,0,0,1.5708,0
3.608,-0.04,1.2409,0,0,0,0,1.5708,0
3.608,-0.04,1.4043,0,0,0,0,1.5708,0
