3.4279,-2.5842,1.9543
3.2447,-2.119,1.9385
3.0676,-1.6514,1.9284
2.8936,-1.1827,1.9252
2.7192,-0.71406,1.9307
2.5395,-0.24748,1.9486
2.3473,0.21408,1.9865
2.1294,0.66393,2.0697
1.9508,0.94575,2.2468
